source,extraction_timestamp,title,addressLocality,addressRegion,description,datePosted,offer_number,employmentType,collective,occupationalCategory,workday,age,employmentSituation,driverLicense,educationRequirements,experienceRequirements,contactinformation,numberPositions,participants
2,2024-04-14 10:38:49,MONITOR/A COMEDOR ESCOLAR,Beasain,Gipuzkoa,SE NECESITAN MONITORES/AS PARA DIFERENTES CENTROS SITUADOS EN GOIERRI. ES IMPRESCINDIBLE SABER HABLAR EUSKERA CON FLUIDEZ. SE VALORARA LA EXPERIENCIA PREVIA EN PUESTOS SIMILARES AL OFERTADO,08/04/2024,573300,,,,,,,,Idiomas requeridos Euskera,,https://www.infojobs.net/beasain/monitor-comedor-escolar-goierri/of-ia3bf2025f7459c8e92be8eb2a56d9e,1,
2,2024-04-14 10:38:49,GESTOR/GESTORA DE PUNTO DE VENTA - ALIMENTACIÓN,Bilbao,Bizkaia,"empresa líder en el sector de la externalización y especializada en marketing operacional, selecciona un/a Gestor/Gestora de Punto de Venta para un importante cliente del sector de la alimentación",08/04/2024,573299,,,"Experiencia previa como Gestor/Gestora de Punto de Venta. Perfil con orientacion al cliente y a la negociación con dotes comerciales. Experiencia en el canal consumo. Disponibilidad para viajar por las zonas indicadas Vizcaya, Guipúzcua y Vitoria. Disponibilidad de incorporación inmediata.",,,,,,,https://www.infojobs.net/bilbao/gestor-gestora-punto-venta-alimentacion/of-id23313264b4bd18b37cf1839dbd4e0,1,
2,2024-04-14 10:38:49,VISITAS GUIADAS SIDRERÍA,Astigarraga,Gipuzkoa,"Tus funciones principales serán realizar visitas guiadas, rutas y actividades en 4 idiomas: castellano, euskera, francés e ingles.",08/04/2024,573298,,,"Fluidez en castellano, euskera, francés e inglés. Disponibilidad de fines de semana y festivos. Disponibilidad a largo plazo. Don de gentes y actitud comercial.",,,,,Idiomas requeridos Euskera Francés Inglés,,https://www.infojobs.net/astigarraga/visitas-guiadas-sidreria-contrato-indefinido/of-ie8ca3be2bb4da480a54796167b3e98,1,
2,2024-04-14 10:38:49,ASESOR/A COMERCIAL CANAL EMPRESAS - SECTOR AUTOMOCIÓN,Santander,Cantabria,Concesionario de Automoción precisa incorporar un/a Asesor/a Comercial Canal Empresas para representar a importante Marca del sector en la zona de Santander.,08/04/2024,573297,,,Aportar una formación de Ciclo Formativo de Grado Superior o Bachillerato. Experiencia mínima de 2 años como Comercial Empresas y/o Particulares. Persona acostumbrada a trabajar por objetivos y con clara orientación al cliente. Carnet de conducir y disponibilidad para viajar.,,,,,,,https://www.infojobs.net/santander/asesor-comercial-canal-empresas-sector-automocion/of-iac2cea3f4f4426be692a5df790c811,1,
2,2024-04-14 10:38:49,ADMINISTRATIVO/A,Vitoria-Gasteiz,Araba/Álava,Buscamos para una correduría de seguros un/a ADMINISTRATIVO/A. De qué te encargarías: Gestionar siniestros. Gestión documental. Organización de reuniones. Atención telefónica. Gestión del correo electrónico. Control y registro de información. Etc,08/04/2024,573296,,,Más de 5 años de experiencia en un puesto similar. Necesario conocimiento y experiencia en ofimática. Ideal conocimientos de nociones básicas de seguros y protocolos de compañias. Residencia en Vitoria-Gasteiz o cercanías.,,,,,,,https://www.infojobs.net/vitoria-gasteiz/administrativo/of-ia51a92ef3c4234bb19f0e3f98b28c9,1,
2,2024-04-14 10:38:49,INGENIERO/A ELÉCTRICO,Zamudio,Bizkaia,abrimos un nuevo proceso para incorporar talento como INGENIERO/A ELECTRICO,08/04/2024,573295,,,"Ingeniería Eléctrica. Experiencia profesional en puesto similar, 2 años de experiencia. SW necesario Autocad-Inventor. Conocimiento de máquinas eléctricas es una ventaja. Inglés, Capacitación profesional independiente (hablado, leído y escrito)",,,,,Idiomas requeridos Inglés,,https://www.infojobs.net/zamudio/ingeniero-electrico/of-i3edfb5761641718e4e6f07bd0ba758,1,
2,2024-04-14 10:38:49,ADMINISTRATIVA/O RRHH,Pamplona/Iruña,Navarra,"Las funciones a desarrollar estarán asociadas fundamentalmente a las relativas a la contratación laboral así como la tramitación de nóminas. gestión y/o derivación de la documentación relativa a clientes, PRL, y comunicación documental efectiva dentro del departamento en la gestión de personal.",08/04/2024,573294,,,,,,,,,,https://www.infojobs.net/pamplona-iruna/administrativa-rrhh/of-ie12b357c004ae587636c55c7ba44fa,1,
2,2024-04-14 10:38:49,CAMARERO/A Y AYUDANTE/A DE COCINA,Arnedo,Rioja (La),"Buscamos personal de COCINA y SALA para RESTAURANTE, bar y TERRAZA, situado en CASCO ANTIGUO de ARNEDO",08/04/2024,573293,,,"Experiencia de al menos 1 año, disponibilidad ABRIL, carnet de manipulador de alimentos, limpieza y ganas de trabajar y formar parte de un equipo dinámico y con muy buen ambiente.",,,,,,,https://www.infojobs.net/arnedo/camarero-ayudante-cocina/of-ibcac6afde44a31b9e668476520a2c6,2,
2,2024-04-14 10:38:49,JEFE/A OBRA TUNELES,Santander,Cantabria,"Se precisa Jefe de Obra para efectuar el control de trabajos, con experiencia en obra, obras lineales, muy valorable experiencia en instalaciones y túneles",08/04/2024,573292,,,"Titulación en Ingeniería de Caminos, Canales y Puertos, ITOP, Ingeniero Industrial, ITI con más de 10 años de experiencia profesional en puesto similar. Imprescindible fijar residencia en La provincia de Cantabria. Office, Excel, Presto, Autocad, Project.",,,,,,,https://www.infojobs.net/santander/jefe-obra-tuneles-santander/of-i7ccb89105741668ea0a88aa88361da,1,
2,2024-04-14 10:38:49,DELINEANTE OBRA CIVIL,Bilbao,Bizkaia,Delineación de obra civil y eléctrica en proyectos de plantas industriales mediante AutoCAD,08/04/2024,573291,,,Grado Superior en Obra Civil o similar. Experiencia en delineación de obra civil de al menos 3 años.,,,,,,,https://www.infojobs.net/bilbao/delineante-obra-civil-h-m/of-i942028716d474b9a1bcc7d97294eda,1,
2,2024-04-14 10:38:49,RESPONSABLE DE ADMINISTRACION / CONTROLLING / SISTEMAS IT,Vitoria-Gasteiz,Araba/Álava,Busca una persona profesional con experiencia pero sobre todo con proyección como RESPONSABLE DE ADMINISTRACION / CONTROLLING / SISTEMAS IT.,08/04/2024,573290,,,"Licenciatura en ADE o equivalente. ERP tipo SAGE, SAP o equivalente. Ofimática avanzada Excel alto nivel. Power BI. Realización de aplicaciones adaptadas. Valorable MBA.",,,,,,,https://www.infojobs.net/vitoria-gasteiz/responsable-administracion-controlling-sistemas-it/of-i1ca7df118c419385fea556e252108e,1,
2,2024-04-14 10:38:49,ELECTRICISTA,Leioa,Bizkaia,Necesitamos Electricistas Oficiales de 2ª con dos años de experiencia. Incorporación inmediata a jornada completa.,08/04/2024,573289,,,Segundo Ciclo Prevención Riesgos 20HORAS,,,,,,,https://www.infojobs.net/leioa/electricista/of-i422dcf3a73462e90d6771c9c8bc083,1,
2,2024-04-14 10:38:49,LABORATORIO,Cintruenigo,Navarra,"Bodega de la Ribera de Navarra precisa incorporar a una persona para el laboratorio. Sus funciones serán de análisis de muestras, control de calidad, etc.",08/04/2024,573288,,,Impresdindible una persona con formación y experiencia en el sector del vino,,,,,,,https://www.infojobs.net/cintruenigo/laboratorio/of-i78865545be4bf3abd7213197140d94,1,
2,2024-04-14 10:38:49,TÉCNICO/A SAP MANTENIMIENTO DE DATOS,Vitoria-Gasteiz,Araba/Álava,Para reconocida Multinacional del sector retail en Vitoria buscamos Técnico/a SAP mantenimiento de datos.,08/04/2024,573287,,,Experiencia como Consultor/a Técnico/a SAP demostrable. Buen nivel de Inglés. Disponibilidad de trabajar en Gojain.,,,,,Idiomas requeridos Inglés,,https://www.infojobs.net/vitoria-gasteiz/tecnico-sap-mantenimiento-datos/of-i5d430d150449e8aec3c648b7792bb9,1,
2,2024-04-14 10:38:49,NUTRICIONISTA,Vitoria-Gasteiz,Araba/Álava,"Buscamos un/una NUTRICIONISTA para cumplir nuestra misión, cuidar de las personas y transformar estilos de vidas promocionando la salud y el bienestar.",08/04/2024,573286,,,"Personas proactivas, con habilidades comunicativas, implicadas y que quieran ayudar a las personas a mejorar su calidad de vida a través de la alimentación. Graduados/Diplomados en Nutrición Humana y Dietética. Disponibilidad de vehículo propio.",,,,,,,https://www.infojobs.net/vitoria-gasteiz/nutricionista/of-idbab59326d4c5f8e7fd7ac8f606b63,1,
2,2024-04-14 10:38:49,RECURSO PREVENTIVO,Donostia/San Sebastián,Gipuzkoa,Actualmente disponemos de una vacante como RECURSO PREVENTIVO en San Sebastián para desarrollar los trabajos en uno de nuestros grandes clientes del sector textil.,08/04/2024,573285,,,Titulación mínima Curso Nivel Básico PRL 60H (20 presenciales). Manejo paquete ofimático cuentas de correo. Licencia de conducir B. Valorable experiencia como Recurso Preventivo.,,,,B,,,https://www.infojobs.net/san-sebastian/recurso-preventivo-san-sebastian/of-ic9d8643d154b768617b52ee221ac1a,1,
2,2024-04-14 10:38:49,AUX. ADMINISTRATIVO/A,Altsasu/Alsasua,Navarra,Seleccionamos un/a Auxiliar Administrativo/a para empresa del sector de la alimentación situada en la zona de Alsasua. FUNCIONES a desarrollar: Realización de albaranes. Pedidos. Correo electrónico. Word y Excel.,08/04/2024,573284,,,Seleccionamos a una persona con dominio en los programas antes descritos.,,,,,,,https://www.infojobs.net/alsasua/aux.-administrativo-alsasua/of-i820562e7fa4e7b84478fb3fcc5f7bc,1,
2,2024-04-14 10:38:49,COORDINADOR/A SOPORTE TECNICO IT,Bilbao,Bizkaia,"Nos gustaría incorporar un/a Coordinador/a de Soporte a Usuarios de Primer y Segundo Nivel, con una sólida formación en Ingeniería o similar, y experiencia técnica en IT. Lideraría un equipo técnico, donde sus habilidades serán fundamentales para garantizar un servicio de calidad, en un cliente relevante en Bilbao.",08/04/2024,573283,,,Grado en Ingeniería o similar. Experiencia práctica en la gestión de equipos de Soporte a Usuarios con ITIL. Capacidad de planificación y organización. Alta inteligencia emocional. Excelentes habilidades de comunicación verbal y escrita. Flexibilidad y adaptabilidad en un entorno dinámico. Proactividad y capacidad resolutiva. Etc.,,,,,,,https://www.infojobs.net/bilbao/coordinador-soporte-tecnico-it/of-i1d063a191143e8a492ed87005ebbd3,1,
2,2024-04-14 10:38:49,TÉCNICO/A DE LABORATORIO,Eibar,Gipuzkoa,"Ejecutar las etapas asignadas para cada ensayo. Registrar las etapas realizadas y/o los resultados obtenidos para cada ensayo. Realizar el mantenimiento y limpieza de los equipos y áreas de los laboratorios asignadas, según los procedimientos. Gestión de muestras.",08/04/2024,573282,,,Poseer Formación Profesional de Grado Superior o CFGS relacionado con laboratorio (química...etc) o formación universitaria en química. Contar con algo de experiencia en laboratorio.,,,,,,,https://www.infojobs.net/eibar/tecnico-laboratorio/of-iaf885f884a43fa92b9b4e7369ab1fc,1,
2,2024-04-14 10:38:49,AYUDANTE/A DE COCINA,Puente Viesgo,Cantabria,"Participar con alguna autonomía y responsabilidad en las elaboraciones de cocina bajo supervisión. Participa con cierta autonomía en la elaboración del menú. Se encargará del encendido de planchas, hornos y marmitas",08/04/2024,573281,,,"Experiencia de al menos 1 años, se valorará que sea en colectividades. Carnet de manipulador de alimentos. Disponibilidad completa e inmediata",,,,,,,https://www.infojobs.net/puente-viesgo/ayudante-cocina-sustitucion-puente-viesgo-cantabria-32h/of-ic9ea2f32974d73ad5d786fa3150c15,1,
2,2024-04-14 10:38:49,DEPENDIENTE/A,Irun,Gipuzkoa,Buscamos incorporar a nuestro equipo una persona con vocación de servicio para cubrir la vacante de Dependiente/a en nuestra tienda ubicada en Irún.,08/04/2024,573280,,,El puesto requiere experiencia previa en Venta al público,,,,,,,https://www.infojobs.net/irun/dependiente/of-i75779ef43f4ef295755c57362da698,1,
2,2024-04-14 10:38:49,AUXILIAR ADMINISTRATIVA/O,Barakaldo,Bizkaia,"Buscamos incorporar un/una Auxiliar Administrativo/a (Temporal) en Barakaldo (Vizcaya), cuya misión principal será dar apoyo al departamento de administración.",08/04/2024,573279,,,"Formacin FP o similar en Administración. Conocimientos en documentación de residuos. No se requiere experiencia. Se requiere Carnet de Conducir y vehículo propio. Perfil actitud proactiva, innovación, colaboración, autonomía, capacidad de comunicación y de análisis y polivalencia.",,,,,,,https://www.infojobs.net/barakaldo/auxiliar-administrativa-temporal-barakaldo-vizcaya/of-i0c85a24fca446b90a4d5431d97f8f1,1,
2,2024-04-14 10:38:49,CONDUCTOR/A MOZO/A MONTADOR MUDANZAS,Pamplona/Iruña,Navarra,Urge incorporar un mozo montador con experiencia montando y desmontando muebles para una empresa de mudanzas. Es necesario carnet de conducir y muy valorable carnet C.,08/04/2024,573278,,,Posibilidad de incorporación. Experiencia en tienda de muebles o mudanzas. Carnet tipo C. Buena forma física (carga de muebles/peso). Posibilidad de trabajar a jornada continua y partida.,,,,C,,,https://www.infojobs.net/pamplona-iruna/conducotr-mozo-montador-h-m-mudanzas/of-i4e69f8339f4ce3a74f345f6626cffe,1,
2,2024-04-14 10:38:49,ADMINISTRATIVO/A NIVEL ALTO DE INGLÉS,Donostia/San Sebastián,Gipuzkoa,Se busca administrativo con nivel alto de inglés para el desarrollo de tareas administrativas del mercado nacional e internacional. Se valorará el conocimiento de Francés.,08/04/2024,573277,,,,,,,,,,https://www.infojobs.net/donostia-san-sebastian/administrativo-nivel-alto-ingles/of-i935e8ab03242acb902147d90b9badc,1,
2,2024-04-14 10:38:49,PEÓN/A MECANIZADO,Legutio,Araba/Álava,"Empresa de maquinaria situada en el centro tecnológico de Legutio, Álava. Funciones: Plegadoras. Cizallas. Prensas. Corte plasma, laser. Recomendable manejo de grua puente",08/04/2024,573276,,,Al menos 2 años trabajando en las funciones descritas. Grado en mecanizado. Se valora experiencia en grúa puente. Interés y ganas de seguir aprendiendo. Disponibilidad inmediata para trabajar en el horario indicado,,,,,,,https://www.infojobs.net/legutiano/peon-mecanizado/of-i0bcf0958a1452e8ef7cc24eaf760e3,1,
2,2024-04-14 10:38:49,ELECTRICISTA INDUSTRIAL,Vitoria-Gasteiz,Araba/Álava,"Instalador Electricista, para trabajos en importante Centro Comercial en el centro de Vitoria. Instalación de canalizaciones, cableados, equipos, alumbrado, etc",08/04/2024,573275,,,Se valorará disponer de formación grado medio o superior en Electricidad o experiencia demostrable.,,,,,,,https://www.infojobs.net/vitoria-gasteiz/electricista-industrial/of-i0bc49a644343b88f675abd18420323,2,
2,2024-04-14 10:38:49,GESTOR/A COMERCIAL,Bilbao,Bizkaia,Nos encontramos en la búsqueda de Gestor comercial (H/M/X) para gran empresa del sector financiero. Funciones: Labores comerciales y atención al público. Orientar a clientes en la venta de productos financieros y en todo lo relacionado a las necesidades operacionales. Gestión de caja. Brindar apoyo en tareas administrativas. Etc.,08/04/2024,573274,,,"Formación licenciatura, grado o diplomatura en derecho, economía o ADE. Experiencia mínima de seis meses en atención al cliente  pertenecientes al sector financiero. Valorable Certificación oficial MIFID. Certificado LCCI y Certificado en Venta de Seguros. Idiomas euskera nivel B2.",,,,,,,https://www.infojobs.net/bilbao/gestor-comercial-h-m-x/of-i8359d2aff4429b80e71a19777b3b84,1,
2,2024-04-14 10:38:49,TECHNICAL WRITER,Santander,Cantabria,"estamos buscando un Technical Writer con experiencia gestionando documentación técnica para incorporarse de manera directa en la plantilla de nuestro cliente, empresa especializada en soluciones tecnológicas y de ingeniería.",08/04/2024,573273,,,"Se busca una persona con mínimo un año y medio de experiencia como Technical Writer en proyectos de IT. Si dispone de conocimientos en tecnologías .NET, mejor. Nivel de inglés medio alto. Muchos proyectos son internacionales",,,,,Idiomas requeridos Inglés,,https://www.infojobs.net/santander/technical-writer/of-ic6a127dd784bd293a4cad9bd8ec7cf,1,
2,2024-04-14 10:38:49,ELECTRICISTA,Bilbao,Bizkaia,"Somos una empresa del sector industrial que requiere incorporar oficiales y ayudantes electricistas. Los trabajos se realizan en las instalaciones de clientes de supermercados, oficinas e instalaciones industriales.",08/04/2024,573272,,,Disponibilidad de incorporación inmediata. Disponibilidad para viajar. Valorable formación previa en PRL,,,,,,,https://www.infojobs.net/bilbao/electricista/of-id990df9d4f4a85809ce666dafdcc41,3,
2,2024-04-14 10:38:49,PROGRAMADOR/A JAVA BACKEND,Bilbao,Bizkaia,Abrimos una nueva posición para perfil PROGRAMADOR JAVA BACKEND en BILBAO (HIBRIDO),08/04/2024,573271,,,"Experiencia en puesto al menos de 2 años. Experiencia en JAVA BATCH CON SPRING BOOT, COBOL. Experiencia con Metodologías SCRUM-AGILE. Experiencia con DESEABLES SPRING BATCH, JUNIT, ECLIPSE, GIT, SONARQUB. Conocimientos ECLIPSE, JENKINS, SONARQUB, JUNIT, JIRA",,,,,,,https://www.infojobs.net/bilbao/programador-java-backend/of-i1c75358fe64bd2a64f57135349b8a3,1,
2,2024-04-14 10:38:49,TECNICO/A SISTEMAS Y REDES IT,Bilbao,Bizkaia,Resolución de incidencias y problemas de segundo nivel. Realización de mantenimientos preventivos. Monitorización de sistemas y comunicaciones. Optimización de los sistemas de cliente. Realización de propuestas de mejora. Apoyo a la realización de proyectos.,08/04/2024,573270,,,El candidato deberá tener al menos 2 años de experiencia laboral en el ámbito de Sistemas y Comunicaciones. Windows Server. Microsoft Azure. Citrix. Office 365. Nagios. Ubiquiti.,,,,,,,https://www.infojobs.net/bilbao/tecnico-sistemas-redes-it/of-i1b11ae988245a1b0562b364e8a18a6,1,
2,2024-04-14 10:38:49,DEPENDIENTE/A PANADERIA,,Araba/Álava,Seleccionamos un/a dependiente/a a para cubrir una vacante en una importante cadena nacional de panaderías con tienda situada en una población de la Llanada Alavesa a 37 horas semanales. Funciones: Atención al cliente. Arqueo de caja. Horneo de pan y bollería. Realización de pedidos y devoluciones.,08/04/2024,573269,,,Experiencia en puesto similar y/o en hostelería. Disponibilidad de incorporación inmediata. Carnet de conducir,,,,,,,https://www.infojobs.net/cuadrilla-llanada-alavesa/dependiente-panaderia-llanada-alavesa/of-i0ba16a20d041519f73e8e1b963a587,1,
2,2024-04-14 10:38:49,PREPARADOR/A DE PEDIDOS ALMACÉN,Vitoria-Gasteiz,Araba/Álava,Seleccionamos operarios/as para una importante empresa del sector logístico ubicada en Jundiz para preparación de pedidos. Funciones: Realizar pedidos utilizando la traspaleta eléctrica. Carga y descarga del producto. Utilización de pistolas de radiofrecuencia. Ubicar el producto en sus correspondientes áreas de almacenaje.,08/04/2024,573268,,,Experiencia realizando Picking. Carnet de carretilla y experiencia en su manejo. Carnet de apilador electrico en vigor y experiencia con su manejo. Competencias: actitud y aptitud frente al trabajo y disposición para desarrollar el trabajo.,,,,,,,https://www.infojobs.net/vitoria-gasteiz/preparador-pedidos-almacen/of-i4e3d0712404f5ba0bd9a486192779c,1,
2,2024-04-14 10:38:49,ADMINISTRATIVO/A CONTABLE,Santander,Cantabria,"Seleccionamos a un/a Administrativo Contable para uno de nuestros hoteles de Santander. Entre otras, realizará las siguientes funciones: Gestión diaria de la contabilidad. Facturación. Procedimientos de control y conciliación de cuentas contables. Cierres mensuales y elaboración de informes reportando a la dirección. Análisis de los principales KPI's. Etc.",08/04/2024,573267,,,"Graduado/a en ADE, Económicas, Empresariales o similar. Conocimiento avanzado de paquete MS Office y Navision. Personas seria, responsable y organizada para trabajar de manera independiente y autónoma. Valorable conocimientos de sistema contable USALI.",,,,,,,https://www.infojobs.net/santander/administrativo-contable/of-i064083626642f195c1f8a1f2ba8d0b,1,
2,2024-04-14 10:38:49,ENCARGADO/A DE LIMPIEZA,Pamplona/Iruña,Navarra,"Encargado de servicios limpieza especializada, llevará a cabo las siguientes funciones en varias plantas del cliente en Navarra y Rioja: Realizará la supervisión y seguimiento del servicio, garantizando la calidad del mismo y solventando las posibles incidencias. Asegurará el cumplimiento de los objetivos marcados, implantando procedimientos y protocolos de trabajo. Etc.",08/04/2024,573266,,,"Imprescindible Formación Profesional de Grado Superior y experiencia en el sector de la limpieza industrial. Dominio de aplicaciones ofimáticas y aplicaciones WEB. Se valorarán conocimientos en limpieza de industria alimentaria. Persona con capacidad de gestión de equipos, supervisión de los mismos y habilidades comunicativas.",,,,,,,https://www.infojobs.net/pamplona/encargado-limpieza-pamplona/of-ied61ac0579476695308df74b5625d4,1,
2,2024-04-14 10:38:49,LIMPIADOR/A INDUSTRIAL,Logroño,Rioja (La),Buscamos personal con experiencia demostrable en limpieza industrial para cubrir un puesto en empresa cárnica. FUNCIONES: Limpieza de sala de trabajo (zona fría). Limpieza oficinas.,08/04/2024,573265,,,Experiencia previa,,,,,,,https://www.infojobs.net/logrono/limpiador-industrial/of-i9f580766d7497eb11bca21387f3c2b,2,
2,2024-04-14 10:38:49,MECÁNICO/A DE COCHES (UNIDAD MÓVIL),Oiartzun,Gipuzkoa,Actualmente buscamos un perfil en nuestro centro de servicio de Oiartzun (Donostia) para realizar las siguientes funciones en UNIDAD MÓVIL: Mantenimiento de neumáticos. Latiguillos. Balonas de suspensión. Amortiguadores.,08/04/2024,573264,,,Deseable Experiencia reciente en las funciones anteriores. Motivación. Iniciativa. Orientación al cliente. Trabajo en equipo.,,,,,,,https://www.infojobs.net/oiartzun/mecanico-coches-donostia-unidad-movil-euromaster/of-id4241750134cf28b8bb86944d1f5d8,1,
2,2024-04-14 10:38:49,SUPERVISOR/A DE MONTAJE,Donostia/San Sebastián,Gipuzkoa,"Colaborarás en la definición y Planificación de los Proyectos de Ejecución. Controlarás y Planificarás la Producción y la ejecución en Obra. Gestionarás los recursos, los costes y la calidad de la ejecución de las obras. Te encargaras del área de Seguridad en Obra. Tendrás interlocución con Dirección de Obra y Oficina.",08/04/2024,573263,,,"Encajarás en esta posición si... dispones de Titulación Técnica media, Grado en el área de Obra Civil, Arquitectura técnica, Ingeniería o similares. Tienes dominio de programas de diseño (autocad) y ofimática y MsProject. Aportas un nivel medio de inglés. Dispones de completa disponibilidad para viajar y mantener desplazamientos de duración media.",,,,,,,https://www.infojobs.net/donostia-san-sebastian/supervisor-montaje/of-i9cb03f121a48bba5434f28bc1da429,1,
2,2024-04-14 10:38:49,CONDUCTOR/A DE CAMIÓN,Zierbena,Bizkaia,Realizar las cargas y descargas de combustibles en las plantas de almacenamiento asignadas. Realizar el transporte de la mercancía. Realizar el mantenimiento adecuado para que el vehículo esté siempre a disposición de la empresa.,08/04/2024,573262,,,Permiso de conducción D+E. Certificado ADR y CAP en vigor. Valorable experiencia previa.,,,,,,,https://www.infojobs.net/zierbena/conductor-camion/of-if6d06e1592485e849fa7d38259d6d6,1,
2,2024-04-14 10:38:49,SALES ASSISTANT,Pamplona/Iruña,Navarra,"Estamos buscando vendedores/as a tiempo parcial con ganas y energía, para jugar un rol súper importante a la hora de brindar una experiencia de compra excepcional para nuestros clientes/as",08/04/2024,573261,,,"Personas que tengan una actitud positiva, que disfruten trabajando cara al público y en un entorno ritmo ágil. La capacidad de ver con entusiasmo un desafío, como una oportunidad para desarrollarte, crecer en tu carrera y aprender nuevas habilidades. Excelentes habilidades de comunicación y trabajo en equipo. Etc.",,,,,,,https://www.infojobs.net/pamplona/sales-assistant-jd-pamplona/of-if8e2f19bef491faedd67e25fc51142,2,
2,2024-04-14 10:38:49,TÉCNICO/A ADMINISTRATIVO CON INGLÉS,Vitoria-Gasteiz,Araba/Álava,Importante empresa del sector industrial busca incorporar a un/a TECNICO/A ADMINISTRATIVO/A CON INGLÉS,08/04/2024,573260,,,"Formación Profesional de Grado Superior en Administración o equivalente. Conocimiento y manejo de herramientas informáticas. Manejo de idioma inglés a nivel B2 o similar. Experiencia mínima de 1 año relacionada con el puesto. Capacidad de Organización, Comunicación y Trabajo en Equipo. Orientación a objetivos y resultados",,,,,Idiomas requeridos Inglés,,https://www.infojobs.net/vitoria-gasteiz/tecnico-administrativo-con-ingles/of-ib304af396b46de808c024dfbd9af22,1,
2,2024-04-14 10:38:49,JEFATURA DE MANTENIMIENTO,Pasaia,Gipuzkoa,"Estamos buscando incorporar una persona para la plaza de Jefatura de Mantenimiento. Trabajarás en un entorno donde el conocimiento se vive y el medio ambiente, el medio marino, la salud, la alimentación, la investigación y la tecnología son las bases de nuestro día a día.",08/04/2024,573259,,,"Nos gustarás para el equipo si¿ Cuentas con una titulación académica de Grado superior de FP, graduado/a en ingeniería industrial o similar. Tienes al menos 5 años en posición similar. Nivel medio de inglés. Etc.",,,,,Idiomas requeridos Inglés,,https://www.infojobs.net/pasaia/jefatura-mantenimiento/of-i43db82f2424ac3b1342b942c045519,1,
2,2024-04-14 10:38:49,ADMINISTRATIVO/A COMERCIAL,Basauri,Bizkaia,"Atención al público de forma presencial. Experiencia en el sector energético, conocimientos de contratos de energía y gas",08/04/2024,573258,,,Experiencia en atención al público presencial. Conocimientos de contratos de energía y gas,,,,,,,https://www.infojobs.net/basauri/administrativo-comercial-bilbao/of-i12ca9c585a4762b2e4a648f039eccb,1,
2,2024-04-14 10:38:49,TÉCNICO/A CONTABLE,Tudela,Navarra,"Se busca un Técnico Contable para unirse a una reconocida Empresa multinacional del sector de la alimentación, conocida por su compromiso con la calidad, la innovación y la sostenibilidad.",08/04/2024,573257,,,"Formación académica finalizada en Contabilidad, Finanzas o similar. Experiencia mínima de 3 a 5 años en roles similares, idealmente en el sector de la alimentación o afines. Habilidades destacadas en la elaboración y análisis de balances, gestión de activos, y manejo de ingresos y cobros.",,,,,,,https://www.infojobs.net/tudela/tecnico-contable/of-i4fc44cc9a849df9d99f92f695bf99c,1,
2,2024-04-14 10:38:49,RESPONSABLE LOGÍSTICO,Santander,Cantabria,Importante empresa del sector Retail/Gran Distribución busca incorporar un/a Responsable de Logística para su centro ubicado en Santander,08/04/2024,573256,,,"Formación imprescindible Grado universitario o FP relacionado con la posición. Se valorará Estudios de Postgrado y/o Master en sector Logístico. Experiencia mínima de 5 años desempeñando las funciones descritas y liderando equipos directos, preferiblemente en empresas de gran distribución/retail. Gestión grandes volúmenes de mercancía. Etc.",,,,,,,https://www.infojobs.net/santander/responsable-logistico-santander/of-ia7d903a2344ca69ead34e442a69aff,1,
2,2024-04-14 10:38:49,AUXILIAR ADMINISTRACIÓN,Pamplona/Iruña,Navarra,"Se incorporará al departamento de administración de la empresa, dando apoyo al equipo comercial y de reparto. Funciones. Atención telefónica. Recepción y gestión de documentación. Introducción de pedidos. Gestión Facturas. Facturación. Apoyo equipo comercial.",08/04/2024,573255,,,"Manejo de Excel nivel medio, facturación y office.",,,,,,,https://www.infojobs.net/pamplona-iruna/auxiliar-administracion/of-iee10d9b0ba4c4e897714ae451841d1,1,
2,2024-04-14 10:38:49,CONSULTOR/A CON CONOCIMIENTOS EN GESTIÓN DE EMPRESAS,Logroño,Rioja (La),"Queremos incorporar una persona implicada, preferiblemente con experiencia y/o conocimientos en ERP (programa de gestión empresarial de las áreas Contabilidad y Finanzas, Compras, Ventas, Almacén y Fabricación).",08/04/2024,573254,,,Mínimo 1 año de experiencia previa en departamento de venta. Experiencia/ Conocimientos en procesos de gestión empresarial. Valorable alto conocimiento de negocio. Valorable conocimientos productos Sage: ERP y CRM. Conocimientos de gestión empresarial. Conocimientos de Aplicaciones Ofimáticas. Etc.,,,,,,,https://www.infojobs.net/logrono/consultor-con-conocimientos-gestion-empresas/of-i6e3be041134c49b6e4cce86151f8c8,1,
2,2024-04-14 10:38:49,TÉCNICO/A DE MANTENIMIENTO ELECTRICO,Vitoria-Gasteiz,Araba/Álava,"Importante empresa del sector químico busca técnico con perfil eléctrico/electrónico, preferiblemente con titulación de Ciclo Formativo de Grado Superior en electricidad/ electrónica o mantenimiento industrial, con al menos 1 año de experiencia en un puesto similar.",08/04/2024,573253,,,"Técnico con perfil eléctrico/electrónico, preferiblemente con titulación de Ciclo Formativo de Grado Superior en electricidad/electrónica o mantenimiento industrial (electromecánica, mecatrónica o equivalente). Se requieren conocimientos y experiencia en circuitos eléctricos/electrónicos, regulación y control de automatismos. Etc.",,,,,,,https://www.infojobs.net/vitoria-gasteiz/tecnico-mantenimiento-electrico/of-i1111a39a274f60a5d6aac41d566620,1,
